harga,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi,kota
1380000000.0,150.0,105.0,3.0,2.0,1.0,Bogor
1620000000.0,180.0,104.0,5.0,2.0,1.0,Bogor
810000000.0,45.0,105.0,2.0,1.0,1.0,Bogor
695000000.0,45.0,82.0,2.0,1.0,0.0,Bogor
450000000.0,72.0,72.0,2.0,1.0,0.0,Bogor
850000000.0,177.0,131.0,3.0,1.0,1.0,Bogor
655000000.0,36.0,78.0,2.0,1.0,0.0,Bogor
545000000.0,36.0,68.0,2.0,1.0,0.0,Bogor
2000000000.0,300.0,144.0,4.0,4.0,2.0,Bogor
649000000.0,36.0,68.0,2.0,1.0,0.0,Bogor
688000000.0,36.0,74.0,2.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
400000000.0,48.0,80.0,2.0,1.0,1.0,Bogor
200000000.0,36.0,72.0,2.0,1.0,1.0,Bogor
575000000.0,55.0,88.0,3.0,2.0,0.0,Bogor
644000000.0,36.0,76.0,2.0,1.0,0.0,Bogor
500000000.0,54.0,60.0,3.0,2.0,2.0,Bogor
600000000.0,54.0,70.0,3.0,2.0,2.0,Bogor
400000000.0,40.0,61.0,2.0,1.0,0.0,Bogor
400000000.0,40.0,61.0,2.0,1.0,0.0,Bogor
560000000.0,40.0,64.0,2.0,1.0,0.0,Bogor
600000000.0,54.0,70.0,3.0,2.0,2.0,Bogor
655000000.0,36.0,78.0,2.0,1.0,0.0,Bogor
500000000.0,54.0,60.0,3.0,2.0,2.0,Bogor
600000000.0,54.0,70.0,3.0,2.0,2.0,Bogor
999000000.0,90.0,72.0,3.0,2.0,0.0,Bogor
750000000.0,90.0,105.0,3.0,2.0,0.0,Bogor
185000000.0,36.0,50.0,2.0,1.0,0.0,Bogor
500000000.0,54.0,60.0,3.0,2.0,2.0,Bogor
590000000.0,45.0,72.0,2.0,1.0,1.0,Bogor
599000000.0,45.0,72.0,2.0,1.0,1.0,Bogor
514000000.0,42.0,72.0,2.0,1.0,0.0,Bogor
624000000.0,48.0,84.0,2.0,1.0,1.0,Bogor
624000000.0,48.0,84.0,2.0,1.0,1.0,Bogor
494000000.0,41.0,69.0,2.0,1.0,1.0,Bogor
594000000.0,45.0,72.0,2.0,1.0,1.0,Bogor
499000000.0,41.0,63.0,2.0,1.0,1.0,Bogor
499000000.0,41.0,63.0,2.0,1.0,1.0,Bogor
599000000.0,45.0,72.0,2.0,1.0,1.0,Bogor
599000000.0,45.0,72.0,2.0,1.0,1.0,Bogor
1100000000.0,84.0,84.0,3.0,2.0,1.0,Bogor
600000000.0,36.0,77.0,2.0,1.0,0.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
780000000.0,55.0,105.0,2.0,1.0,0.0,Bogor
752000000.0,80.0,82.0,3.0,2.0,0.0,Bogor
700000000.0,80.0,90.0,3.0,3.0,1.0,Bogor
650000000.0,33.0,66.0,2.0,1.0,1.0,Bogor
1350000000.0,90.0,135.0,4.0,3.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
770000000.0,60.0,77.0,3.0,2.0,1.0,Bogor
1500000000.0,150.0,144.0,3.0,3.0,0.0,Bogor
2400000000.0,200.0,153.0,4.0,3.0,1.0,Bogor
650000000.0,33.0,66.0,2.0,1.0,1.0,Bogor
650000000.0,33.0,66.0,2.0,1.0,1.0,Bogor
650000000.0,33.0,66.0,2.0,1.0,1.0,Bogor
1440000000.0,110.0,90.0,3.0,2.0,1.0,Bogor
1890000000.0,110.0,112.0,2.0,3.0,1.0,Bogor
2380000000.0,136.0,144.0,2.0,3.0,0.0,Bogor
1980000000.0,155.0,120.0,6.0,3.0,1.0,Bogor
2040000000.0,120.0,180.0,4.0,3.0,2.0,Bogor
1980000000.0,155.0,120.0,6.0,3.0,1.0,Bogor
1440000000.0,150.0,198.0,4.0,2.0,1.0,Bogor
1980000000.0,155.0,120.0,6.0,3.0,1.0,Bogor
1440000000.0,150.0,198.0,4.0,2.0,1.0,Bogor
1440000000.0,150.0,198.0,4.0,2.0,1.0,Bogor
1980000000.0,155.0,120.0,6.0,3.0,1.0,Bogor
1440000000.0,150.0,198.0,4.0,2.0,1.0,Bogor
2000000000.0,230.0,198.0,5.0,2.0,0.0,Bogor
587000000.0,60.0,60.0,3.0,1.0,0.0,Bogor
500000000.0,50.0,78.0,2.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
630000000.0,90.0,36.0,2.0,1.0,0.0,Bogor
633000000.0,36.0,72.0,2.0,1.0,1.0,Bogor
4320000000.0,307.0,216.0,4.0,4.0,0.0,Bogor
3550000000.0,249.0,180.0,4.0,3.0,0.0,Bogor
569000000.0,70.0,82.0,4.0,2.0,0.0,Bogor
467000000.0,49.0,60.0,2.0,2.0,1.0,Bogor
570000000.0,70.0,82.0,4.0,2.0,1.0,Bogor
2400000000.0,200.0,153.0,4.0,3.0,1.0,Bogor
2400000000.0,200.0,153.0,4.0,3.0,1.0,Bogor
2400000000.0,200.0,153.0,4.0,3.0,1.0,Bogor
2400000000.0,200.0,153.0,4.0,3.0,1.0,Bogor
2040000000.0,120.0,180.0,4.0,3.0,2.0,Bogor
2040000000.0,200.0,128.0,3.0,3.0,0.0,Bogor
2040000000.0,200.0,128.0,3.0,3.0,0.0,Bogor
2040000000.0,200.0,128.0,3.0,3.0,0.0,Bogor
2040000000.0,200.0,128.0,3.0,3.0,0.0,Bogor
1100000000.0,155.0,84.0,3.0,2.0,0.0,Bogor
1440000000.0,180.0,126.0,4.0,3.0,0.0,Bogor
1440000000.0,180.0,126.0,4.0,3.0,0.0,Bogor
1440000000.0,150.0,198.0,4.0,2.0,0.0,Bogor
780000000.0,85.0,116.0,3.0,2.0,1.0,Bogor
1980000000.0,155.0,120.0,6.0,3.0,1.0,Bogor
1440000000.0,180.0,126.0,4.0,3.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
530000000.0,54.0,64.0,3.0,2.0,2.0,Bogor
784000000.0,80.0,90.0,3.0,3.0,0.0,Bogor
890000000.0,55.0,60.0,2.0,2.0,0.0,Bogor
810000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
630000000.0,70.0,84.0,2.0,1.0,1.0,Bogor
2550000000.0,160.0,165.0,3.0,3.0,1.0,Bogor
468000000.0,90.0,109.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
570000000.0,72.0,69.0,2.0,1.0,1.0,Bogor
3800000000.0,300.0,230.0,4.0,2.0,0.0,Bogor
3800000000.0,300.0,230.0,4.0,2.0,0.0,Bogor
3000000000.0,200.0,215.0,3.0,2.0,0.0,Bogor
2000000000.0,160.0,120.0,3.0,3.0,0.0,Bogor
2400000000.0,150.0,200.0,2.0,2.0,2.0,Bogor
388000000.0,50.0,120.0,2.0,1.0,0.0,Bogor
4600000000.0,237.0,180.0,4.0,3.0,0.0,Bogor
546000000.0,30.0,60.0,2.0,1.0,0.0,Bogor
1000000000.0,155.0,168.0,5.0,2.0,0.0,Bogor
1680000000.0,110.0,186.0,3.0,2.0,0.0,Bogor
2550000000.0,160.0,165.0,3.0,3.0,1.0,Bogor
2550000000.0,160.0,165.0,3.0,3.0,1.0,Bogor
1680000000.0,90.0,200.0,3.0,2.0,1.0,Bogor
1680000000.0,110.0,186.0,3.0,2.0,0.0,Bogor
2550000000.0,160.0,165.0,3.0,3.0,1.0,Bogor
1680000000.0,110.0,186.0,3.0,2.0,0.0,Bogor
2550000000.0,160.0,165.0,3.0,3.0,1.0,Bogor
1680000000.0,90.0,200.0,3.0,2.0,1.0,Bogor
1680000000.0,110.0,186.0,3.0,2.0,0.0,Bogor
1680000000.0,110.0,186.0,3.0,2.0,0.0,Bogor
1680000000.0,90.0,200.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1400000000.0,100.0,120.0,4.0,3.0,0.0,Bogor
2040000000.0,120.0,180.0,4.0,3.0,2.0,Bogor
275000000.0,36.0,60.0,2.0,1.0,0.0,Bogor
275000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
1680000000.0,90.0,200.0,3.0,2.0,1.0,Bogor
1500000000.0,99.0,128.0,3.0,2.0,0.0,Bogor
1450000000.0,90.0,120.0,3.0,2.0,0.0,Bogor
2650000000.0,240.0,200.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1250000000.0,110.0,105.0,3.0,2.0,0.0,Bogor
1600000000.0,170.0,144.0,4.0,3.0,0.0,Bogor
1450000000.0,140.0,105.0,3.0,2.0,0.0,Bogor
3800000000.0,300.0,220.0,5.0,3.0,0.0,Bogor
3800000000.0,300.0,220.0,5.0,3.0,0.0,Bogor
1450000000.0,140.0,105.0,3.0,2.0,0.0,Bogor
1030000000.0,70.0,105.0,2.0,1.0,0.0,Bogor
1200000000.0,120.0,105.0,3.0,2.0,0.0,Bogor
2950000000.0,200.0,200.0,4.0,4.0,0.0,Bogor
2650000000.0,232.0,160.0,4.0,3.0,1.0,Bogor
1700000000.0,220.0,144.0,4.0,2.0,0.0,Bogor
1700000000.0,220.0,144.0,4.0,2.0,0.0,Bogor
1200000000.0,120.0,105.0,3.0,3.0,0.0,Bogor
700000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
699000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
4100000000.0,237.0,180.0,4.0,4.0,0.0,Bogor
6300000000.0,333.0,240.0,4.0,4.0,1.0,Bogor
1150000000.0,45.0,105.0,2.0,1.0,0.0,Bogor
4600000000.0,237.0,180.0,4.0,3.0,0.0,Bogor
900000000.0,81.0,81.0,3.0,1.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
900000000.0,90.0,70.0,3.0,2.0,0.0,Bogor
1440000000.0,180.0,126.0,4.0,3.0,0.0,Bogor
1440000000.0,180.0,126.0,4.0,3.0,0.0,Bogor
755000000.0,60.0,78.0,3.0,2.0,0.0,Bogor
785000000.0,60.0,85.0,3.0,2.0,0.0,Bogor
685000000.0,60.0,64.0,3.0,2.0,0.0,Bogor
830000000.0,75.0,112.0,3.0,2.0,0.0,Bogor
830000000.0,75.0,112.0,3.0,2.0,0.0,Bogor
725000000.0,36.0,84.0,2.0,1.0,0.0,Bogor
1620000000.0,180.0,104.0,5.0,2.0,0.0,Bogor
400000000.0,36.0,72.0,2.0,1.0,1.0,Bogor
280000000.0,40.0,50.0,2.0,1.0,0.0,Bogor
495000000.0,50.0,96.0,2.0,1.0,0.0,Bogor
780000000.0,55.0,105.0,2.0,1.0,0.0,Bogor
780000000.0,55.0,105.0,2.0,1.0,0.0,Bogor
1650000000.0,100.0,154.0,3.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
975000000.0,140.0,148.0,3.0,2.0,1.0,Bogor
975000000.0,140.0,148.0,3.0,2.0,0.0,Bogor
992000000.0,84.0,75.0,2.0,2.0,0.0,Bogor
2040000000.0,120.0,180.0,4.0,3.0,2.0,Bogor
2040000000.0,120.0,180.0,4.0,3.0,2.0,Bogor
1000000000.0,67.0,210.0,2.0,2.0,0.0,Bogor
2040000000.0,200.0,128.0,3.0,3.0,0.0,Bogor
798000000.0,61.0,60.0,2.0,2.0,0.0,Bogor
590000000.0,40.0,60.0,2.0,2.0,0.0,Bogor
749000000.0,48.0,72.0,3.0,1.0,0.0,Bogor
674000000.0,39.0,72.0,2.0,1.0,0.0,Bogor
516000000.0,27.0,60.0,2.0,1.0,0.0,Bogor
516000000.0,27.0,60.0,2.0,1.0,0.0,Bogor
655000000.0,60.0,64.0,3.0,2.0,2.0,Bogor
782000000.0,61.0,60.0,2.0,2.0,0.0,Bogor
460000000.0,60.0,27.0,2.0,1.0,0.0,Bogor
800000000.0,61.0,60.0,2.0,2.0,2.0,Bogor
475000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
450000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
400000000.0,90.0,120.0,2.0,2.0,0.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
168000000.0,24.0,66.0,1.0,1.0,0.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
500000000.0,48.0,60.0,2.0,2.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
619000000.0,36.0,90.0,2.0,1.0,1.0,Bogor
551000000.0,36.0,70.0,2.0,1.0,1.0,Bogor
551000000.0,36.0,70.0,2.0,1.0,1.0,Bogor
551000000.0,36.0,70.0,2.0,1.0,1.0,Bogor
875000000.0,56.0,105.0,2.0,2.0,0.0,Bogor
908000000.0,48.0,125.0,2.0,1.0,1.0,Bogor
651000000.0,45.0,84.0,2.0,1.0,0.0,Bogor
651000000.0,45.0,84.0,2.0,1.0,0.0,Bogor
651000000.0,45.0,84.0,2.0,1.0,0.0,Bogor
651000000.0,45.0,84.0,2.0,1.0,0.0,Bogor
651000000.0,45.0,84.0,2.0,1.0,0.0,Bogor
1070000000.0,95.0,84.0,3.0,3.0,1.0,Bogor
535000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
535000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
535000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
551000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
551000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
551000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
661000000.0,40.0,84.0,2.0,1.0,0.0,Bogor
1160000000.0,95.0,84.0,3.0,3.0,0.0,Bogor
921000000.0,48.0,125.0,2.0,1.0,2.0,Bogor
500000000.0,36.0,72.0,2.0,1.0,1.0,Bogor
650000000.0,51.0,90.0,2.0,1.0,0.0,Bogor
551000000.0,36.0,70.0,2.0,1.0,0.0,Bogor
980000000.0,48.0,125.0,2.0,1.0,0.0,Bogor
655000000.0,60.0,64.0,3.0,2.0,2.0,Bogor
800000000.0,42.0,60.0,2.0,1.0,1.0,Bogor
1200000000.0,74.0,165.0,3.0,2.0,1.0,Bogor
700000000.0,62.0,68.0,3.0,2.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
685000000.0,60.0,64.0,3.0,2.0,0.0,Bogor
514000000.0,22.0,60.0,2.0,1.0,0.0,Bogor
798000000.0,70.0,72.0,3.0,2.0,0.0,Bogor
75000000.0,30.0,60.0,2.0,1.0,1.0,Bogor
455000000.0,36.0,65.0,2.0,1.0,0.0,Bogor
931000000.0,72.0,60.0,2.0,2.0,0.0,Bogor
410000000.0,36.0,60.0,2.0,1.0,0.0,Bogor
900000000.0,90.0,70.0,3.0,2.0,0.0,Bogor
440000000.0,40.0,61.0,2.0,1.0,0.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
466000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
800000000.0,60.0,70.0,3.0,2.0,0.0,Bogor
750000000.0,60.0,70.0,3.0,2.0,0.0,Bogor
450000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
390000000.0,45.0,72.0,2.0,1.0,1.0,Bogor
400000000.0,36.0,72.0,2.0,1.0,1.0,Bogor
330000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
300000000.0,60.0,72.0,2.0,1.0,1.0,Bogor
265000000.0,36.0,67.0,2.0,1.0,1.0,Bogor
499000000.0,41.0,66.0,3.0,2.0,1.0,Bogor
225000000.0,36.0,60.0,2.0,1.0,0.0,Bogor
300000000.0,45.0,72.0,3.0,1.0,0.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
2500000000.0,154.0,238.0,3.0,3.0,0.0,Bogor
2000000000.0,200.0,250.0,6.0,2.0,0.0,Bogor
395000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
260000000.0,70.0,100.0,4.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1550000000.0,90.0,170.0,3.0,2.0,0.0,Bogor
875000000.0,80.0,105.0,2.0,1.0,0.0,Bogor
1370000000.0,149.0,195.0,3.0,2.0,0.0,Bogor
1370000000.0,149.0,195.0,3.0,3.0,1.0,Bogor
1500000000.0,168.0,136.0,3.0,2.0,0.0,Bogor
2200000000.0,170.0,198.0,4.0,3.0,0.0,Bogor
2300000000.0,250.0,240.0,4.0,3.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
2900000000.0,180.0,180.0,4.0,4.0,0.0,Bogor
2500000000.0,228.0,240.0,4.0,4.0,0.0,Bogor
1330000000.0,88.0,160.0,3.0,2.0,0.0,Bogor
1250000000.0,275.0,214.0,3.0,2.0,0.0,Bogor
575000000.0,80.0,90.0,2.0,1.0,0.0,Bogor
476000000.0,40.0,86.0,2.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
540000000.0,45.0,85.0,2.0,1.0,0.0,Bogor
360000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
451000000.0,32.0,60.0,2.0,1.0,1.0,Bogor
443000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
439000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
425000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
415000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
409000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
300000000.0,42.0,84.0,2.0,1.0,0.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
470000000.0,40.0,147.0,2.0,1.0,1.0,Bogor
599000000.0,84.0,42.0,2.0,1.0,0.0,Bogor
200000000.0,36.0,50.0,2.0,1.0,1.0,Bogor
650000000.0,90.0,60.0,3.0,2.0,0.0,Bogor
900000000.0,100.0,150.0,4.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
285000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
285000000.0,36.0,60.0,2.0,1.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
459000000.0,32.0,60.0,2.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
600000000.0,102.0,102.0,2.0,1.0,0.0,Bogor
2600000000.0,186.0,202.0,3.0,3.0,2.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
835000000.0,60.0,90.0,2.0,1.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
879000000.0,71.0,92.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
900000000.0,90.0,109.0,3.0,2.0,1.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1350000000.0,96.0,94.0,3.0,2.0,0.0,Bogor
1500000000.0,100.0,150.0,4.0,2.0,0.0,Bogor
628000000.0,63.0,60.0,3.0,2.0,0.0,Bogor
595000000.0,45.0,90.0,2.0,1.0,0.0,Bogor
685000000.0,60.0,64.0,3.0,2.0,0.0,Bogor
285000000.0,45.0,66.0,2.0,1.0,1.0,Bogor
400000000.0,40.0,60.0,2.0,1.0,0.0,Bogor
800000000.0,60.0,70.0,3.0,2.0,0.0,Bogor
300000000.0,50.0,72.0,2.0,1.0,1.0,Bogor
850000000.0,110.0,170.0,3.0,2.0,1.0,Bogor
1200000000.0,100.0,170.0,2.0,1.0,1.0,Bogor
550000000.0,100.0,132.0,3.0,2.0,0.0,Bogor
355000000.0,65.0,72.0,3.0,2.0,1.0,Bogor
430000000.0,100.0,72.0,3.0,2.0,1.0,Bogor
245000000.0,56.0,84.0,2.0,1.0,0.0,Bogor
245000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
950000000.0,45.0,160.0,2.0,1.0,0.0,Bogor
250000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
250000000.0,60.0,72.0,2.0,1.0,0.0,Bogor
295000000.0,30.0,120.0,2.0,1.0,0.0,Bogor
235000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
350000000.0,55.0,90.0,2.0,1.0,0.0,Bogor
350000000.0,55.0,90.0,2.0,1.0,1.0,Bogor
350000000.0,55.0,90.0,2.0,1.0,1.0,Bogor
225000000.0,36.0,90.0,2.0,1.0,0.0,Bogor
280000000.0,36.0,90.0,2.0,1.0,0.0,Bogor
650000000.0,70.0,144.0,2.0,2.0,1.0,Bogor
549000000.0,38.0,120.0,2.0,1.0,1.0,Bogor
434000000.0,36.0,90.0,2.0,1.0,1.0,Bogor
750000000.0,70.0,84.0,2.0,2.0,0.0,Bogor
450000000.0,36.0,72.0,2.0,1.0,1.0,Bogor
1100000000.0,103.0,155.0,3.0,3.0,0.0,Bogor
3000000000.0,300.0,162.0,4.0,4.0,0.0,Bogor
1800000000.0,170.0,162.0,3.0,3.0,0.0,Bogor
1050000000.0,95.0,115.0,2.0,1.0,0.0,Bogor
775000000.0,69.0,72.0,3.0,2.0,1.0,Bogor
919000000.0,69.0,110.0,3.0,2.0,0.0,Bogor
908000000.0,69.0,108.0,3.0,2.0,0.0,Bogor
775000000.0,69.0,72.0,3.0,2.0,0.0,Bogor
440000000.0,42.0,78.0,2.0,1.0,1.0,Bogor
1020000000.0,133.0,112.0,4.0,3.0,1.0,Bogor
805000000.0,112.0,91.0,4.0,2.0,1.0,Bogor
820000000.0,100.0,178.0,4.0,2.0,0.0,Bogor
389000000.0,161.0,110.0,3.0,3.0,0.0,Bogor
85000000.0,72.0,72.0,2.0,1.0,0.0,Bogor
338000000.0,36.0,72.0,2.0,1.0,0.0,Bogor
550000000.0,32.0,72.0,2.0,1.0,1.0,Bogor
799000000.0,70.0,74.0,3.0,2.0,0.0,Depok
811000000.0,70.0,72.0,3.0,2.0,2.0,Depok
660000000.0,45.0,80.0,2.0,1.0,1.0,Depok
1200000000.0,100.0,120.0,3.0,3.0,1.0,Depok
330000000.0,40.0,60.0,2.0,1.0,1.0,Depok
1200000000.0,100.0,120.0,3.0,3.0,0.0,Depok
660000000.0,45.0,80.0,2.0,1.0,1.0,Depok
2280000000.0,200.0,180.0,3.0,4.0,1.0,Depok
790000000.0,85.0,72.0,3.0,2.0,1.0,Depok
690000000.0,50.0,75.0,2.0,1.0,1.0,Depok
1030000000.0,90.0,83.0,3.0,2.0,0.0,Depok
660000000.0,45.0,80.0,2.0,1.0,1.0,Depok
495000000.0,50.0,73.0,2.0,1.0,0.0,Depok
885000000.0,85.0,54.0,3.0,3.0,1.0,Depok
775000000.0,75.0,91.0,3.0,2.0,1.0,Depok
900000000.0,72.0,60.0,2.0,1.0,1.0,Depok
650000000.0,45.0,75.0,2.0,1.0,0.0,Depok
799000000.0,74.0,70.0,3.0,2.0,1.0,Depok
930000000.0,80.0,72.0,3.0,2.0,1.0,Depok
895000000.0,90.0,68.0,3.0,3.0,2.0,Depok
775000000.0,70.0,91.0,3.0,2.0,1.0,Depok
725000000.0,42.0,68.0,2.0,1.0,0.0,Depok
800000000.0,72.0,70.0,3.0,2.0,2.0,Depok
1150000000.0,110.0,70.0,3.0,3.0,1.0,Depok
494000000.0,40.0,66.0,2.0,1.0,1.0,Depok
940000000.0,100.0,88.0,3.0,3.0,2.0,Depok
560000000.0,47.0,55.0,3.0,2.0,1.0,Depok
350000000.0,40.0,60.0,2.0,1.0,0.0,Depok
625000000.0,55.0,75.0,2.0,1.0,1.0,Depok
750000000.0,60.0,103.0,3.0,2.0,1.0,Depok
675000000.0,50.0,70.0,2.0,1.0,1.0,Depok
400000000.0,45.0,68.0,2.0,1.0,0.0,Depok
895000000.0,75.0,89.0,3.0,2.0,1.0,Depok
930000000.0,120.0,85.0,4.0,3.0,1.0,Depok
865000000.0,80.0,50.0,3.0,3.0,0.0,Depok
1120000000.0,100.0,72.0,3.0,3.0,2.0,Depok
1150000000.0,100.0,70.0,3.0,2.0,1.0,Depok
1270000000.0,92.0,65.0,3.0,3.0,1.0,Depok
1000000000.0,84.0,100.0,3.0,2.0,2.0,Depok
220000000.0,36.0,60.0,2.0,1.0,0.0,Depok
390000000.0,54.0,150.0,2.0,2.0,1.0,Depok
1580000000.0,90.0,84.0,3.0,3.0,0.0,Depok
1300000000.0,103.0,75.0,3.0,3.0,2.0,Depok
945000000.0,74.0,60.0,3.0,2.0,1.0,Depok
1200000000.0,165.0,117.0,4.0,3.0,0.0,Depok
1580000000.0,85.0,84.0,3.0,3.0,0.0,Depok
550000000.0,37.0,63.0,2.0,1.0,1.0,Depok
2990000000.0,150.0,232.0,4.0,4.0,0.0,Depok
1050000000.0,154.0,83.0,5.0,2.0,0.0,Depok
875000000.0,78.0,61.0,3.0,2.0,2.0,Depok
1200000000.0,78.0,98.0,2.0,3.0,1.0,Depok
800000000.0,54.0,67.0,3.0,2.0,2.0,Depok
750000000.0,63.0,62.0,3.0,2.0,2.0,Depok
1980000000.0,180.0,143.0,4.0,3.0,0.0,Depok
1050000000.0,154.0,83.0,5.0,2.0,0.0,Depok
2990000000.0,150.0,232.0,4.0,4.0,0.0,Depok
595000000.0,40.0,88.0,2.0,1.0,0.0,Depok
1050000000.0,154.0,83.0,5.0,2.0,0.0,Depok
535000000.0,40.0,73.0,2.0,1.0,0.0,Depok
897000000.0,70.0,90.0,3.0,2.0,1.0,Depok
678000000.0,54.0,60.0,3.0,2.0,2.0,Depok
617000000.0,46.0,60.0,2.0,2.0,1.0,Depok
2990000000.0,150.0,232.0,4.0,4.0,0.0,Depok
1020000000.0,50.0,86.0,2.0,1.0,1.0,Depok
945000000.0,60.0,105.0,2.0,1.0,1.0,Depok
945000000.0,60.0,105.0,2.0,1.0,1.0,Depok
1050000000.0,154.0,83.0,3.0,2.0,0.0,Depok
840000000.0,48.0,84.0,2.0,1.0,0.0,Depok
1050000000.0,70.0,67.0,3.0,2.0,0.0,Depok
1020000000.0,70.0,67.0,3.0,2.0,0.0,Depok
1300000000.0,135.0,115.0,4.0,2.0,1.0,Depok
800000000.0,56.0,68.0,3.0,2.0,2.0,Depok
795000000.0,77.0,60.0,3.0,2.0,1.0,Depok
897000000.0,70.0,70.0,3.0,2.0,2.0,Depok
607000000.0,46.0,60.0,2.0,2.0,1.0,Depok
1950000000.0,90.0,158.0,2.0,2.0,0.0,Depok
2500000000.0,45.0,218.0,2.0,1.0,0.0,Depok
